ds,y,Finishing time,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-19 11:00:00,19,12,2117,251,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 02:00:00,5,3,525,91,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 21:00:00,14,22,683,57,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 18:00:00,47,19,1082,239,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 20:00:00,6,21,937,161,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 03:00:00,0,4,70,8,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 23:00:00,1,0,1019,100,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 22:00:00,7,23,750,98,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-19 22:00:00,18,23,626,6,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 01:00:00,4,2,694,92,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 06:00:00,12,7,157,22,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-17 16:00:00,46,17,1729,125,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 05:00:00,4,6,96,9,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-15 11:00:00,49,12,2284,297,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 12:00:00,43,13,3087,287,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 10:00:00,36,11,1715,218,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 13:00:00,31,14,2740,254,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 09:00:00,23,10,870,191,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 08:00:00,17,9,554,121,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 07:00:00,16,8,262,72,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 16:00:00,15,17,725,3,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 05:00:00,13,6,92,22,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 06:00:00,11,7,144,42,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 17:00:00,11,18,1210,30,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 21:00:00,8,22,568,46,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 18:00:00,7,19,1123,16,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 22:00:00,5,23,518,87,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 15:00:00,5,16,885,18,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 19:00:00,5,20,994,6,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 23:00:00,4,0,352,55,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 01:00:00,4,2,84,29,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 20:00:00,4,21,778,6,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 14:00:00,4,15,384,5,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 03:00:00,4,4,40,5,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 00:00:00,2,1,227,4,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 02:00:00,1,3,61,7,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 04:00:00,1,5,15,3,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-16 17:00:00,56,18,1612,265,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 18:00:00,56,19,1279,228,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 16:00:00,52,17,1783,229,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 12:00:00,32,13,2521,282,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 13:00:00,31,14,3330,218,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 15:00:00,26,16,1292,42,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 19:00:00,22,20,747,228,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 20:00:00,22,21,694,217,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 11:00:00,21,12,1816,246,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 14:00:00,21,15,1912,91,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 06:00:00,14,7,159,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 08:00:00,11,9,591,60,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 09:00:00,10,10,892,77,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 10:00:00,8,11,1327,118,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 00:00:00,6,1,312,43,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 21:00:00,5,22,573,45,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 07:00:00,4,8,239,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 22:00:00,3,23,483,66,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 23:00:00,3,0,284,34,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-17 12:00:00,43,13,2500,269,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 23:00:00,4,0,265,3,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-06 22:00:00,4,23,678,66,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-19 18:00:00,12,19,715,12,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-21 11:00:00,10,12,1780,11,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-10 00:00:00,4,1,198,16,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-17 17:00:00,40,18,1408,217,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 03:00:00,3,4,30,3,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-06 03:00:00,3,4,517,67,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-19 17:00:00,12,18,875,5,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-21 20:00:00,9,21,878,112,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-10 23:00:00,3,0,538,81,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-17 15:00:00,36,16,2054,109,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 01:00:00,0,2,98,7,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
