ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-15 17:00:00,1210,18,11,30,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 21:00:00,568,22,8,46,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 18:00:00,1123,19,7,16,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 22:00:00,518,23,5,87,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 15:00:00,885,16,5,18,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 19:00:00,994,20,5,6,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 23:00:00,352,0,4,55,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 01:00:00,84,2,4,29,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 20:00:00,778,21,4,6,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 14:00:00,384,15,4,5,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 03:00:00,40,4,4,5,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 00:00:00,227,1,2,4,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 02:00:00,61,3,1,7,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 04:00:00,15,5,1,3,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-16 17:00:00,1612,18,56,265,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 18:00:00,1279,19,56,228,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 16:00:00,1783,17,52,229,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 12:00:00,2521,13,32,282,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 13:00:00,3330,14,31,218,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 15:00:00,1292,16,26,42,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 19:00:00,747,20,22,228,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 20:00:00,694,21,22,217,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 11:00:00,1816,12,21,246,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 14:00:00,1912,15,21,91,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 06:00:00,159,7,14,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 08:00:00,591,9,11,60,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 09:00:00,892,10,10,77,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 10:00:00,1327,11,8,118,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 00:00:00,312,1,6,43,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 21:00:00,573,22,5,45,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 07:00:00,239,8,4,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 22:00:00,483,23,3,66,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 23:00:00,284,0,3,34,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-17 12:00:00,2500,13,43,269,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 23:00:00,265,0,4,3,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-06 22:00:00,678,23,4,66,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-19 18:00:00,715,19,12,12,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-21 11:00:00,1780,12,10,11,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-10 00:00:00,198,1,4,16,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
2023-08-17 17:00:00,1408,18,40,217,0,11.2,14.6,0.0,0,0,0,0,1,0,0,1,0
2023-08-08 03:00:00,30,4,3,3,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
