ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-31 13:00:00,1859,14,21,2041,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-13 16:00:00,1768,17,21,1183,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-26 18:00:00,1706,19,21,871,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-08 14:00:00,1451,15,21,978,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-25 19:00:00,1440,20,21,855,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-29 09:00:00,1347,10,21,646,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-08 13:00:00,1309,14,21,853,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-05 10:00:00,1204,11,21,656,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-28 09:00:00,1086,10,21,358,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-12 20:00:00,1077,21,21,798,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-23 20:00:00,1068,21,21,593,0,20.1,12.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-01 08:00:00,2336,9,17,894,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-13 11:00:00,1932,12,17,1133,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 15:00:00,1848,16,17,673,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-25 09:00:00,1784,10,17,698,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-27 10:00:00,1584,11,17,1084,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-13 15:00:00,1547,16,17,1263,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-12 18:00:00,1425,19,17,855,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-01 14:00:00,1421,15,17,798,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-03 14:00:00,1415,15,17,774,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-11 09:00:00,1400,10,17,642,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-25 14:00:00,1919,15,20,998,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-28 16:00:00,1849,17,20,854,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-27 16:00:00,1827,17,20,1138,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-30 07:00:00,1763,8,20,462,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-29 12:00:00,1671,13,20,1148,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-16 07:00:00,1618,8,20,335,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-01 07:00:00,1612,8,20,375,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-02 07:00:00,1606,8,20,73,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-05 18:00:00,1594,19,20,777,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-30 10:00:00,1566,11,20,1098,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-04 10:00:00,1470,11,20,1019,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 09:00:00,1346,10,20,737,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-26 19:00:00,1311,20,20,765,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-29 07:00:00,1197,8,20,248,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-31 18:00:00,579,19,20,723,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-31 20:00:00,149,21,20,552,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-15 07:00:00,1627,8,13,197,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-24 16:00:00,1612,17,13,417,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-02 16:00:00,1475,17,13,946,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-13 18:00:00,1433,19,13,1031,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-04 18:00:00,1400,19,13,698,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 13:00:00,1340,14,13,1196,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-04 13:00:00,1260,14,13,1000,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-10 19:00:00,1188,20,13,654,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-05 12:00:00,1166,13,13,979,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-25 20:00:00,1144,21,13,485,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-28 21:00:00,652,22,13,438,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-24 06:00:00,635,7,13,198,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-01 21:00:00,628,22,13,391,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-02 12:00:00,1285,13,15,937,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-27 21:00:00,344,22,13,592,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-27 19:00:00,254,20,13,1107,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-14 18:00:00,209,19,13,731,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-06 14:00:00,143,15,13,846,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-07 19:00:00,1263,20,15,571,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-27 20:00:00,132,21,14,881,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-15 14:00:00,1249,15,15,796,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-06 08:00:00,985,9,15,383,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-05 20:00:00,955,21,15,512,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
