Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles_,FID
Tue,2024/01/02 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,29,4,260
Mon,2024/01/01 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,16,32,261
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,78,97,262
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,3,4,263
Mon,2024/01/01 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,26,27,264
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,45,97,265
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,2,4,266
Mon,2024/01/01 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,0,174,26,267
Tue,2024/01/02 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,0,4,91,268
Tue,2024/01/02 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,1,3,269
Mon,2024/01/01 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,81,24,270
Tue,2024/01/02 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,0,3,88,271
Tue,2024/01/02 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,0,3,272
Mon,2024/01/01 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,10,21,273
Tue,2024/01/02 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,0,0,85,274
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,0,3,275
Mon,2024/01/01 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,35,20,276
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,202,78,277
Tue,2024/01/02 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,1,2,278
Mon,2024/01/01 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,23,17,279
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,8,75,280
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,28,1,281
Mon,2024/01/01 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,15,17,282
Tue,2024/01/02 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,0,15,74,283
Tue,2024/01/02 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,14,1,284
Mon,2024/01/01 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,0,30,16,285
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,25,73,286
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,11,1,287
Mon,2024/01/01 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,19,16,288
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,9,71,289
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,1,1,290
Mon,2024/01/01 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,8,15,291
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,30,69,292
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,0,1,293
Mon,2024/01/01 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,0,30,13,294
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,485,66,295
Tue,2024/01/02 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,4,0,296
Mon,2024/01/01 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,10,10,297
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,16,61,298
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,86,393,982,299
Mon,2024/01/01 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,21,9,300
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,8,59,301
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,75,295,1105,302
Mon,2024/01/01 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,0,60,8,303
Tue,2024/01/02 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,43,53,304
Tue,2024/01/02 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,161,49,305
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,49,46,306
Tue,2024/01/02 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,74,45,307
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,23,45,308
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,3,39,309
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,22,35,310
Tue,2024/01/02 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,0,117,34,311
Tue,2024/01/02 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,10,34,312
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,22,29,313
Tue,2024/01/02 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,1,29,314
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,11,24,315
Tue,2024/01/02 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,9,22,316
Tue,2024/01/02 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,0,1262,21,317
Tue,2024/01/02 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,13,19,318
Tue,2024/01/02 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,0,5,17,319
Mon,2024/01/01 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,13,7,320
Mon,2024/01/01 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,37,6,321
Mon,2024/01/01 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,0,93,5,322
Mon,2024/01/01 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,70,5,323
Mon,2024/01/01 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,19,4,324
Mon,2024/01/01 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,0,171,0,325
Mon,2024/01/01 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,0,81,0,326
Tue,2024/01/02 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,74,17,713,327
Tue,2024/01/02 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,62,319,794,328
Tue,2024/01/02 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,59,384,874,329
Tue,2024/01/02 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,44,367,376,330
Tue,2024/01/02 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,38,7,400,331
Tue,2024/01/02 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,35,517,510,332
Tue,2024/01/02 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,32,844,211,333
Tue,2024/01/02 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,25,191,572,334
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,60,282,767,335
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,49,152,630,336
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,40,118,912,337
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,39,871,220,338
Wed,2024/01/03 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,38,42,671,339
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,33,191,831,340
Wed,2024/01/03 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,33,242,822,341
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,33,994,265,342
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,29,2962,15,343
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,28,677,200,344
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,25,1086,317,345
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,25,3267,6,346
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,24,3319,16,347
Wed,2024/01/03 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,22,64,586,348
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,20,2454,87,349
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,18,929,2152,350
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,3,84,104,351
Tue,2024/01/02 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,3,364,96,352
Tue,2024/01/02 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,3,4,35,353
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,3,308,28,354
Tue,2024/01/02 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,3,1304,6,355
Tue,2024/01/02 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,2,437,1247,356
Tue,2024/01/02 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,2,271,568,357
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,2,111,421,358
Tue,2024/01/02 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,2,83,406,359
Tue,2024/01/02 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,55,392,360
Tue,2024/01/02 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,2,19,183,361
Tue,2024/01/02 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,74,149,362
Tue,2024/01/02 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,2,92,74,363
Tue,2024/01/02 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,2,1861,42,364
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,187,28,365
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,45,2,366
Tue,2024/01/02 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,2,42,2,367
Tue,2024/01/02 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,1,750,1302,368
Tue,2024/01/02 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,1,249,904,369
Tue,2024/01/02 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,1,202,732,370
Tue,2024/01/02 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,1,158,297,371
Tue,2024/01/02 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,1,1078,268,372
Tue,2024/01/02 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,1,1007,246,373
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,1,119,230,374
Tue,2024/01/02 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,340,207,375
Tue,2024/01/02 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,1,92,200,376
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,1,215,176,377
Tue,2024/01/02 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,1,205,146,378
Tue,2024/01/02 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,1,2,140,379
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,1,129,85,380
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,52,80,381
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,48,67,382
Tue,2024/01/02 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,19,63,383
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,4,59,384
Tue,2024/01/02 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,125,57,385
Tue,2024/01/02 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,1,2,46,386
Tue,2024/01/02 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,258,45,387
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,1,2,38,388
Tue,2024/01/02 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,1,480,35,389
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,1,54,30,390
Tue,2024/01/02 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,1,7,29,391
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,68,28,392
Tue,2024/01/02 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,1,345,22,393
Tue,2024/01/02 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,8,14,394
Tue,2024/01/02 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,1,1255,11,395
Tue,2024/01/02 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,1,0,2,396
Tue,2024/01/02 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,0,189,675,397
Tue,2024/01/02 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,0,87,434,398
Tue,2024/01/02 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,0,75,332,399
Tue,2024/01/02 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,0,1588,324,400
Wed,2024/01/03 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,18,144,680,401
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,18,344,157,402
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,17,2440,18,403
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,15,37,533,404
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,14,917,2074,405
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,14,1721,176,406
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,13,520,184,407
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,12,2587,193,408
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,12,2958,130,409
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,644,1767,410
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,10,71,118,411
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,10,160,82,412
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,9,502,1676,413
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,9,294,1346,414
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,9,1568,481,415
Wed,2024/01/03 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,9,879,206,416
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,763,120,417
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,9,1912,14,418
Wed,2024/01/03 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,3,189,890,419
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,8,759,2133,420
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,8,253,1052,421
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,1345,493,422
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,8,1152,17,423
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,7,659,1786,424
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,7,470,1423,425
Thu,2024/01/04 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,15,133,797,426
Wed,2024/01/03 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,7,30,345,427
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,7,1154,210,428
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,7,225,143,429
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,7,139,69,430
Wed,2024/01/03 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,6,132,89,431
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,6,116,69,432
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,6,46,60,433
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,5,1014,2322,434
Wed,2024/01/03 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,5,442,1760,435
Wed,2024/01/03 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,5,195,1552,436
Wed,2024/01/03 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,5,39,153,437
Wed,2024/01/03 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,5,192,110,438
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,5,170,83,439
Wed,2024/01/03 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,4,451,1505,440
Wed,2024/01/03 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,4,258,1296,441
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,4,265,1184,442
Wed,2024/01/03 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,4,59,778,443
Wed,2024/01/03 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,4,51,450,444
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,4,16,294,445
Wed,2024/01/03 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,23,185,446
Wed,2024/01/03 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,4,29,134,447
Wed,2024/01/03 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,4,145,80,448
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,4,155,42,449
Wed,2024/01/03 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,4,15,10,450
Wed,2024/01/03 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,3,684,1523,451
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,3,230,1036,452
Wed,2024/01/03 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,0,60,7,453
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,3,176,428,454
Wed,2024/01/03 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,0,65,676,455
Wed,2024/01/03 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,3,31,376,456
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,6,7,457
Wed,2024/01/03 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,0,217,485,458
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,27,238,459
Thu,2024/01/04 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,15,1926,126,460
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,10,5,461
Wed,2024/01/03 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,0,172,475,462
Wed,2024/01/03 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,3,466,138,463
Thu,2024/01/04 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,14,1196,2038,464
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,5,5,465
Wed,2024/01/03 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,0,1148,472,466
Wed,2024/01/03 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,3,1846,9,467
Thu,2024/01/04 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,14,348,1004,468
Wed,2024/01/03 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,0,531,4,469
Wed,2024/01/03 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,0,221,383,470
Wed,2024/01/03 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,2,790,1976,471
Thu,2024/01/04 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,14,596,195,472
Wed,2024/01/03 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,278,4,473
Wed,2024/01/03 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,105,320,474
Wed,2024/01/03 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,2,68,1067,475
Thu,2024/01/04 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,14,2808,150,476
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,0,255,4,477
Wed,2024/01/03 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,229,307,478
Wed,2024/01/03 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,2,1755,489,479
Thu,2024/01/04 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,14,2829,9,480
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,0,27,4,481
Wed,2024/01/03 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,0,363,279,482
Wed,2024/01/03 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,2,1659,462,483
Thu,2024/01/04 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,313,1459,484
Wed,2024/01/03 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,16,4,485
Wed,2024/01/03 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,0,32,248,486
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,0,66,246,487
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,75,239,488
Wed,2024/01/03 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,245,222,489
Wed,2024/01/03 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,195,193,490
Wed,2024/01/03 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,12,150,491
Wed,2024/01/03 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,142,136,492
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,23,128,493
Wed,2024/01/03 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,144,123,494
Wed,2024/01/03 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,88,110,495
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,111,101,496
Wed,2024/01/03 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,121,94,497
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,13,87,498
Wed,2024/01/03 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,69,72,499
Wed,2024/01/03 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,21,71,500
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,58,60,501
Wed,2024/01/03 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,12,58,502
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,53,50,503
Wed,2024/01/03 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,12,50,504
Wed,2024/01/03 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,31,47,505
Wed,2024/01/03 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,3,45,506
Wed,2024/01/03 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,0,494,38,507
Wed,2024/01/03 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,25,35,508
Wed,2024/01/03 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,0,32,509
Wed,2024/01/03 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,48,28,510
Wed,2024/01/03 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,10,28,511
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,0,4,25,512
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,40,24,513
Wed,2024/01/03 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,0,23,514
Wed,2024/01/03 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,3,19,515
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,1,19,516
Wed,2024/01/03 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,162,18,517
Wed,2024/01/03 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,10,17,518
Wed,2024/01/03 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,3,17,519
Wed,2024/01/03 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,31,14,520
Wed,2024/01/03 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,0,372,13,521
Wed,2024/01/03 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,6,13,522
