Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Sun,2023/09/09 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,4,200,6,1663
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,442,165,1664
Sat,2023/09/08 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,2,163,11,1665
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,9,577,74,1666
Sat,2023/09/08 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,6,935,6,1667
Sat,2023/09/08 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,6,1023,1,1668
Sat,2023/09/08 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,5,901,1602,1669
Sat,2023/09/08 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,5,247,822,1670
Sat,2023/09/08 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,5,1271,557,1671
Sat,2023/09/08 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,5,122,293,1672
Sat,2023/09/08 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,5,1010,141,1673
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 331 Railway Station,5,41,121,1674
Sat,2023/09/08 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,5,477,78,1675
Sat,2023/09/08 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,5,162,77,1676
Sat,2023/09/08 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,5,82,20,1677
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,5,627,18,1678
Sat,2023/09/08 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,5,1071,5,1679
Sat,2023/09/08 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,4,60,328,1680
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,4,31,192,1681
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 331 Railway Station,4,59,115,1682
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,4,180,111,1683
Sat,2023/09/08 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,147,48,1684
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,4,344,46,1685
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,4,963,34,1686
Sat,2023/09/08 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,4,772,13,1687
Sat,2023/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,3,561,962,1688
Sat,2023/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,3,118,561,1689
Sat,2023/09/08 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,3,134,284,1690
Sat,2023/09/08 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,3,82,266,1691
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,3,625,228,1692
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,3,68,178,1693
Sat,2023/09/08 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,3,255,89,1694
Sat,2023/09/08 23:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,3,361,79,1695
Sat,2023/09/08 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,3,905,42,1696
Sat,2023/09/08 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,3,407,40,1697
Sat,2023/09/08 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,3,1024,16,1698
Sat,2023/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,3,205,6,1699
Sat,2023/09/08 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,3,52,1,1700
Sat,2023/09/08 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,314,535,1701
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,2,723,249,1702
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,2,67,209,1703
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,2,49,131,1704
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,2,52,111,1705
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,2,154,110,1706
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 331 Railway Station,2,19,103,1707
Sat,2023/09/08 23:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,2,396,90,1708
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,2,583,55,1709
Sat,2023/09/08 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,894,39,1710
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,2,712,33,1711
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,283,21,1712
Sat,2023/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,2,1010,18,1713
Sat,2023/09/08 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,2,257,16,1714
Sun,2023/09/09 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,61,154,1715
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,28,251,1163,1716
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,2,78,3,1717
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,9,359,74,1718
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,28,1928,17,1719
Sun,2023/09/09 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,3,55,460,1720
Sun,2023/09/09 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,28,118,1721
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,28,404,906,1722
Sat,2023/09/08 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,94,335,1723
Sun,2023/09/09 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,9,227,66,1724
Mon,2023/09/10 23:00:00+00,9:00 PM-10:00 PM,Camera 331 Railway Station,27,192,663,1725
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,27,404,135,1726
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,26,532,1811,1727
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,26,940,1741,1728
Mon,2023/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,26,284,1386,1729
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,26,1799,7,1730
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,25,1338,1301,1731
Mon,2023/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,25,2307,12,1732
Mon,2023/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,24,733,2382,1733
Mon,2023/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,24,645,1127,1734
Mon,2023/09/10 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,23,683,1245,1735
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,22,1093,1828,1736
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 331 Railway Station,22,359,1472,1737
Mon,2023/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,22,649,1145,1738
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,22,2268,8,1739
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,21,454,1634,1740
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,21,471,1479,1741
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,21,451,704,1742
Mon,2023/09/10 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,19,1375,251,1743
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,18,814,1861,1744
Mon,2023/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,18,396,1344,1745
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,18,964,14,1746
Mon,2023/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,17,708,1887,1747
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,17,826,1693,1748
Mon,2023/09/10 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,17,393,1160,1749
Mon,2023/09/10 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,17,259,104,1750
Mon,2023/09/10 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,15,373,1830,1751
Mon,2023/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,15,813,1657,1752
Mon,2023/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,15,580,852,1753
Mon,2023/09/10 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,15,151,434,1754
Mon,2023/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,15,824,14,1755
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,14,426,530,1756
Mon,2023/09/10 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,14,335,90,1757
Mon,2023/09/10 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,14,259,43,1758
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,14,2095,1,1759
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,13,574,1434,1760
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,13,1121,224,1761
Mon,2023/09/10 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,12,264,102,1762
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,942,1817,1763
Mon,2023/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,11,234,1431,1764
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,11,744,453,1765
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,11,378,378,1766
Mon,2023/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,11,652,134,1767
Mon,2023/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,11,1154,17,1768
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,11,599,15,1769
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,11,821,11,1770
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,11,742,8,1771
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,27,944,1777,1772
Sun,2023/09/09 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,0,193,100,1773
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,26,783,1577,1774
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,3,970,374,1775
Sun,2023/09/09 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,8,365,813,1776
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,1,27,103,1777
Sun,2023/09/09 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,9,86,1778
Sun,2023/09/09 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,25,410,1204,1779
Sun,2023/09/09 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,3,41,362,1780
Sun,2023/09/09 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,8,610,403,1781
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,56,89,1782
Sat,2023/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,160,69,1783
Sat,2023/09/08 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,183,50,1784
Sat,2023/09/08 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,146,6,1785
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,1,34,5,1786
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,110,4,1787
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,1,17,3,1788
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,71,261,1789
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,53,228,1790
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,27,149,1791
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,41,92,1792
Sat,2023/09/08 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,89,57,1793
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,40,15,1794
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,38,15,1795
Sat,2023/09/08 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,166,12,1796
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,78,7,1797
Sat,2023/09/08 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,43,7,1798
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,123,6,1799
Sat,2023/09/08 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,14,6,1800
Sat,2023/09/08 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,131,5,1801
Sat,2023/09/08 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,118,5,1802
Sat,2023/09/08 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,37,4,1803
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,78,423,1701,1804
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera 331 Railway Station,69,531,2675,1805
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 331 Railway Station,65,600,2766,1806
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,62,587,2123,1807
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,62,1801,184,1808
Sun,2023/09/09 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,60,281,1315,1809
Sun,2023/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,58,1166,147,1810
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,55,387,1830,1811
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,54,2040,137,1812
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,49,1336,2157,1813
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,46,2349,153,1814
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,43,479,2137,1815
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,41,487,2122,1816
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,41,960,1461,1817
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,39,1290,223,1818
Sun,2023/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera 331 Railway Station,36,364,2349,1819
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,35,775,154,1820
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,34,192,820,1821
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,32,1337,2074,1822
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,32,129,1389,1823
Sun,2023/09/09 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,31,130,676,1824
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,30,1313,2259,1825
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,30,297,777,1826
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,8,1006,21,1827
Sun,2023/09/09 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,154,47,1828
Sun,2023/09/09 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,3,203,308,1829
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,25,706,878,1830
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,8,1909,15,1831
Sun,2023/09/09 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,240,39,1832
Sun,2023/09/09 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,3,35,295,1833
Sun,2023/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,24,957,1955,1834
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,1264,12,1835
Sun,2023/09/09 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,0,271,20,1836
Sun,2023/09/09 23:00:00+00,11:00 PM-12:00 AM,Camera 331 Railway Station,3,69,288,1837
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,24,827,1530,1838
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,8,1201,8,1839
Sun,2023/09/09 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,36,15,1840
Sun,2023/09/09 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,27,12,1841
Sun,2023/09/09 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,0,462,8,1842
Sun,2023/09/09 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,94,5,1843
Sun,2023/09/09 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,67,5,1844
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,0,62,4,1845
Sun,2023/09/09 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,17,2,1846
Sun,2023/09/09 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,32,1,1847
Sun,2023/09/09 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,14,1,1848
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,99,161,1288,1849
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,94,2546,220,1850
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,81,1932,248,1851
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,61,1840,245,1852
Mon,2023/09/10 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,58,119,890,1853
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,56,564,1964,1854
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,54,563,1045,1855
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,52,824,1018,1856
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,46,423,2283,1857
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,43,921,1131,1858
Mon,2023/09/10 23:00:00+00,8:00 PM-9:00 PM,Camera 331 Railway Station,43,334,972,1859
Mon,2023/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,42,1669,216,1860
Mon,2023/09/10 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,40,1067,2378,1861
Mon,2023/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,40,297,781,1862
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,39,1910,100,1863
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,38,2687,107,1864
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,37,2253,123,1865
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 331 Railway Station,36,509,1609,1866
Mon,2023/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,36,584,886,1867
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,34,979,2617,1868
Mon,2023/09/10 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,34,597,1740,1869
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,34,2666,13,1870
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,33,1017,2078,1871
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,33,1849,26,1872
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera 331 Railway Station,31,410,1486,1873
Mon,2023/09/10 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,31,2085,97,1874
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,31,2264,19,1875
Mon,2023/09/10 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,30,731,1787,1876
Mon,2023/09/10 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,29,821,2170,1877
Mon,2023/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,29,607,1951,1878
Mon,2023/09/10 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,29,715,1757,1879
Sun,2023/09/09 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,3,39,224,1880
Sun,2023/09/09 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,3,94,217,1881
Sun,2023/09/09 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,3,86,117,1882
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,24,405,1270,1883
Sun,2023/09/09 23:00:00+00,3:00 AM-4:00 AM,Camera 331 Railway Station,3,25,117,1884
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,8,300,3,1885
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,23,779,1351,1886
Sun,2023/09/09 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,235,63,1887
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,262,1015,1888
Sun,2023/09/09 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,23,454,866,1889
Sun,2023/09/09 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,3,31,13,1890
Sun,2023/09/09 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,7,51,437,1891
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,23,651,817,1892
Sun,2023/09/09 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,3,639,12,1893
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,7,742,373,1894
Sun,2023/09/09 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,23,682,666,1895
Sun,2023/09/09 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,3,107,12,1896
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,7,459,368,1897
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,23,831,106,1898
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,21,1363,2341,1899
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,21,1114,2277,1900
Sun,2023/09/09 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,21,2448,8,1901
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,20,806,1533,1902
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,20,299,735,1903
Sun,2023/09/09 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,20,67,421,1904
Sun,2023/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,20,945,6,1905
Sun,2023/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,20,1273,5,1906
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,19,476,1148,1907
Sun,2023/09/09 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,19,111,639,1908
Sun,2023/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,17,256,750,1909
Sun,2023/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,17,594,68,1910
Sun,2023/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,16,97,532,1911
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,15,815,1672,1912
Sun,2023/09/09 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,15,88,76,1913
Sun,2023/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,15,2875,16,1914
Sun,2023/09/09 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,14,343,99,1915
Sun,2023/09/09 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,14,114,17,1916
Sun,2023/09/09 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,1886,7,1917
Sun,2023/09/09 23:00:00+00,8:00 PM-9:00 PM,Camera 331 Railway Station,13,76,733,1918
Sun,2023/09/09 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,13,141,367,1919
Sun,2023/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,529,1266,1920
