Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Tue,2023/09/25 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,9,123,93,5085
Tue,2023/09/25 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,157,16,5086
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,31,796,1943,5087
Wed,2023/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,8,445,2055,5088
Tue,2023/09/25 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,9,132,68,5089
Tue,2023/09/25 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,7,12,5090
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,31,189,1215,5091
Wed,2023/09/26 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,8,234,1009,5092
Tue,2023/09/25 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,8,542,1080,5093
Tue,2023/09/25 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,22,10,5094
Tue,2023/09/25 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,30,242,1922,5095
Wed,2023/09/26 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,8,96,487,5096
Tue,2023/09/25 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,8,828,1074,5097
Tue,2023/09/25 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,6,8,5098
Tue,2023/09/25 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,29,1187,2026,5099
Wed,2023/09/26 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,8,737,485,5100
Tue,2023/09/25 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,162,472,5101
Tue,2023/09/25 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,54,6,5102
Tue,2023/09/25 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,28,290,2033,5103
Wed,2023/09/26 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,8,466,478,5104
Tue,2023/09/25 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,1638,408,5105
Tue,2023/09/25 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,85,4,5106
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,27,888,1904,5107
Wed,2023/09/26 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,8,250,90,5108
Tue,2023/09/25 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,8,288,35,5109
Tue,2023/09/25 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,132,3,5110
Tue,2023/09/25 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,27,428,929,5111
Wed,2023/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,1576,89,5112
Tue,2023/09/25 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,541,1809,5113
Tue,2023/09/25 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,9,3,5114
Tue,2023/09/25 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,26,511,1142,5115
Wed,2023/09/26 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,8,134,69,5116
Tue,2023/09/25 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,7,282,603,5117
Tue,2023/09/25 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,326,2,5118
Tue,2023/09/25 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,25,563,1731,5119
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,8,125,14,5120
Tue,2023/09/25 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,7,186,551,5121
Tue,2023/09/25 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,31,1,5122
Tue,2023/09/25 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,25,1366,237,5123
Wed,2023/09/26 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,7,3036,10,5124
Tue,2023/09/25 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,7,641,456,5125
Tue,2023/09/25 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,123,0,5126
Tue,2023/09/25 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,24,409,937,5127
Wed,2023/09/26 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,6,546,1481,5128
Tue,2023/09/25 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,7,91,363,5129
Tue,2023/09/25 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,26,0,5130
Tue,2023/09/25 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,22,2186,4,5131
Wed,2023/09/26 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,6,103,415,5132
Tue,2023/09/25 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,7,113,362,5133
Tue,2023/09/25 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,17,0,5134
Tue,2023/09/25 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,21,1285,2517,5135
Wed,2023/09/26 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,6,879,263,5136
Tue,2023/09/25 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,7,142,218,5137
Tue,2023/09/25 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,10,0,5138
Tue,2023/09/25 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,21,1256,1928,5139
Wed,2023/09/26 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,6,365,81,5140
Tue,2023/09/25 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,7,473,199,5141
Tue,2023/09/25 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,1,0,5142
Tue,2023/09/25 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,21,1208,1928,5143
Wed,2023/09/26 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,6,1923,16,5144
Tue,2023/09/25 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,7,652,46,5145
Wed,2023/09/26 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,143,481,2269,5146
Tue,2023/09/25 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,21,113,1864,5147
Wed,2023/09/26 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,6,1229,16,5148
Tue,2023/09/25 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,7,542,42,5149
Wed,2023/09/26 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,137,328,1950,5150
Wed,2023/09/26 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,113,407,2335,5151
Wed,2023/09/26 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,66,421,1197,5152
Wed,2023/09/26 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,60,434,2146,5153
Wed,2023/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,48,310,1992,5154
Wed,2023/09/26 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,45,190,2689,5155
Wed,2023/09/26 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,44,248,1982,5156
Wed,2023/09/26 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,44,479,1196,5157
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,21,644,974,5158
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,5,169,589,5159
Tue,2023/09/25 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,7,186,16,5160
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,21,1025,170,5161
Wed,2023/09/26 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,5,923,562,5162
Tue,2023/09/25 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,7,505,8,5163
Tue,2023/09/25 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,21,2343,136,5164
Wed,2023/09/26 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,5,87,226,5165
Tue,2023/09/25 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,7,1424,5,5166
Tue,2023/09/25 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,20,1343,1983,5167
Wed,2023/09/26 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,5,139,77,5168
Tue,2023/09/25 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,6,509,1371,5169
Tue,2023/09/25 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,19,904,2847,5170
Wed,2023/09/26 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,5,2323,23,5171
Tue,2023/09/25 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,6,487,1173,5172
Tue,2023/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,18,1799,38,5173
Wed,2023/09/26 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,5,1095,18,5174
Tue,2023/09/25 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,6,518,846,5175
Tue,2023/09/25 23:00:00+00,11:00 AM-12:00 PM,Camera 331 Railway Station,16,296,1889,5176
Wed,2023/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,5,311,15,5177
Tue,2023/09/25 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,6,1750,580,5178
Tue,2023/09/25 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,16,2289,13,5179
Wed,2023/09/26 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,4,442,1537,5180
Tue,2023/09/25 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,6,52,321,5181
Tue,2023/09/25 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,16,3054,8,5182
Wed,2023/09/26 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,4,343,964,5183
Tue,2023/09/25 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,15,949,1767,5184
Wed,2023/09/26 23:00:00+00,9:00 PM-10:00 PM,Camera 331 Railway Station,4,127,330,5185
Tue,2023/09/25 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,15,3026,178,5186
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,4,65,309,5187
Tue,2023/09/25 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,15,2595,11,5188
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,4,36,42,5189
Tue,2023/09/25 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,14,1253,1923,5190
Wed,2023/09/26 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,4,415,11,5191
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 331 Railway Station,3,60,591,5192
Wed,2023/09/26 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,3,1066,368,5193
Wed,2023/09/26 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,3,818,308,5194
Wed,2023/09/26 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,3,1330,300,5195
Wed,2023/09/26 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,3,105,265,5196
Wed,2023/09/26 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,3,209,222,5197
Wed,2023/09/26 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,3,635,16,5198
Wed,2023/09/26 23:00:00+00,8:00 PM-9:00 PM,Camera 331 Railway Station,2,131,480,5199
Wed,2023/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,2,344,438,5200
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,3,115,677,5201
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,3,416,208,5202
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 331 Railway Station,3,47,192,5203
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,3,155,191,5204
Thu,2023/09/27 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,3,522,158,5205
Thu,2023/09/27 23:00:00+00,1:00 AM-2:00 AM,Camera 331 Railway Station,0,13,41,5206
Thu,2023/09/27 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,27,948,1908,5207
Fri,2023/09/28 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,29,216,2427,5208
Fri,2023/09/28 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,9,746,441,5209
Fri,2023/09/28 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,2,219,621,5210
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,3,23,132,5211
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,3,60,126,5212
Thu,2023/09/27 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,3,562,97,5213
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,462,27,5214
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,562,9,5215
Thu,2023/09/27 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,3,488,7,5216
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,3,437,6,5217
Thu,2023/09/27 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,2,822,227,5218
Thu,2023/09/27 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,2,328,180,5219
Thu,2023/09/27 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,2,70,120,5220
Thu,2023/09/27 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,2,2040,97,5221
Thu,2023/09/27 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,2,190,72,5222
Thu,2023/09/27 23:00:00+00,4:00 AM-5:00 AM,Camera 331 Railway Station,2,6,60,5223
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,2,152,14,5224
Thu,2023/09/27 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,2,180,8,5225
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,152,6,5226
Thu,2023/09/27 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,2,685,5,5227
Thu,2023/09/27 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,2,254,1,5228
Thu,2023/09/27 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,157,545,5229
Thu,2023/09/27 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,1,84,358,5230
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,1,44,210,5231
Thu,2023/09/27 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,1,266,175,5232
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 331 Railway Station,1,33,122,5233
Thu,2023/09/27 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,84,95,5234
Thu,2023/09/27 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,15,82,5235
Thu,2023/09/27 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,1,55,22,5236
Thu,2023/09/27 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,1,812,16,5237
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,1,205,8,5238
Thu,2023/09/27 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,355,6,5239
Thu,2023/09/27 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,202,5,5240
Thu,2023/09/27 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,49,5,5241
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,769,315,5242
Thu,2023/09/27 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,338,252,5243
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,0,38,222,5244
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,83,160,5245
Thu,2023/09/27 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,183,134,5246
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,68,108,5247
Thu,2023/09/27 23:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,100,95,5248
Thu,2023/09/27 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,14,69,5249
Thu,2023/09/27 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,32,64,5250
Thu,2023/09/27 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,2,62,5251
Thu,2023/09/27 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,25,53,5252
Thu,2023/09/27 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,13,49,5253
Thu,2023/09/27 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,29,46,5254
Thu,2023/09/27 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,9,44,5255
Thu,2023/09/27 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,10,616,18,5256
Fri,2023/09/28 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,12,20,5257
Thu,2023/09/27 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,27,2665,223,5258
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 331 Railway Station,28,335,2264,5259
Fri,2023/09/28 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,2018,11,5260
Thu,2023/09/27 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,13,40,5261
Thu,2023/09/27 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,10,2950,7,5262
Fri,2023/09/28 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,154,589,5263
Thu,2023/09/27 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,26,2505,262,5264
Fri,2023/09/28 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,27,3022,160,5265
Fri,2023/09/28 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,8,860,1101,5266
Thu,2023/09/27 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,0,8,35,5267
Thu,2023/09/27 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,10,2425,4,5268
Fri,2023/09/28 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,2,98,549,5269
Thu,2023/09/27 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,25,227,1921,5270
Fri,2023/09/28 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,26,305,1425,5271
Fri,2023/09/28 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,25,1088,2190,5272
Fri,2023/09/28 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,25,3297,22,5273
Fri,2023/09/28 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,22,1457,2469,5274
Fri,2023/09/28 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,22,2956,16,5275
Fri,2023/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,20,1102,2019,5276
Fri,2023/09/28 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,20,1057,1901,5277
Fri,2023/09/28 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,20,782,1558,5278
Fri,2023/09/28 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,19,663,2146,5279
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,19,1091,1903,5280
Fri,2023/09/28 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,19,771,1057,5281
Fri,2023/09/28 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,19,1492,162,5282
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,19,3027,18,5283
Fri,2023/09/28 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,18,1298,2085,5284
Fri,2023/09/28 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,18,1036,1805,5285
Fri,2023/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,18,121,961,5286
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,18,2189,143,5287
Fri,2023/09/28 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,18,1133,14,5288
Fri,2023/09/28 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,17,1556,34,5289
Fri,2023/09/28 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,17,893,15,5290
Fri,2023/09/28 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,16,868,1583,5291
Fri,2023/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,16,850,31,5292
Fri,2023/09/28 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,16,2527,10,5293
Fri,2023/09/28 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,15,1429,2547,5294
Fri,2023/09/28 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,15,629,1305,5295
Fri,2023/09/28 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,15,2386,9,5296
Fri,2023/09/28 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,14,2484,112,5297
Fri,2023/09/28 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,14,1667,7,5298
Fri,2023/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,13,728,2046,5299
Fri,2023/09/28 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,13,956,1533,5300
Fri,2023/09/28 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,13,884,1460,5301
Fri,2023/09/28 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,13,1272,1338,5302
Fri,2023/09/28 23:00:00+00,8:00 PM-9:00 PM,Camera 331 Railway Station,13,255,981,5303
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,12,1055,1324,5304
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,12,1315,593,5305
Fri,2023/09/28 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,12,1507,563,5306
Fri,2023/09/28 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,1131,10,5307
Fri,2023/09/28 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,12,841,8,5308
Fri,2023/09/28 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,2207,1,5309
Fri,2023/09/28 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,11,66,1635,5310
Fri,2023/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,11,522,1042,5311
Fri,2023/09/28 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,11,245,560,5312
Fri,2023/09/28 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,10,645,1023,5313
Fri,2023/09/28 23:00:00+00,9:00 PM-10:00 PM,Camera 331 Railway Station,10,163,725,5314
Fri,2023/09/28 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,10,1189,24,5315
Fri,2023/09/28 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,10,710,9,5316
Fri,2023/09/28 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,9,515,1012,5317
Thu,2023/09/27 23:00:00+00,3:00 AM-4:00 AM,Camera 331 Railway Station,0,8,32,5318
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,25,1220,1836,5319
Fri,2023/09/28 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,453,404,5320
Fri,2023/09/28 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,8,1799,528,5321
Thu,2023/09/27 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,9,996,1858,5322
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,455,29,5323
Thu,2023/09/27 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,24,913,1990,5324
Fri,2023/09/28 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,2,48,181,5325
Fri,2023/09/28 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,1207,510,5326
Thu,2023/09/27 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,9,511,1135,5327
Thu,2023/09/27 23:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,146,26,5328
Thu,2023/09/27 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,22,650,1521,5329
Thu,2023/09/27 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,22,375,1133,5330
Thu,2023/09/27 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,22,3689,163,5331
Thu,2023/09/27 23:00:00+00,11:00 AM-12:00 PM,Camera 331 Railway Station,21,416,1980,5332
Thu,2023/09/27 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,21,484,1722,5333
Thu,2023/09/27 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,20,645,1325,5334
Thu,2023/09/27 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,19,1146,1893,5335
Thu,2023/09/27 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,19,175,1673,5336
Thu,2023/09/27 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,19,3249,179,5337
Thu,2023/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,18,524,2120,5338
Thu,2023/09/27 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,18,1387,1406,5339
Thu,2023/09/27 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,18,1530,210,5340
Thu,2023/09/27 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,17,258,1297,5341
